ID,Airline_IATA2,StartingAirport_IATA3,DestinationAirport_IATA3,Equipment
19707,FR,CRL,SUF,738
19708,FR,CRL,SVQ,738
19709,FR,CRL,TFS,738
19710,FR,CRL,TGD,738
19711,FR,CRL,TNG,738
19712,FR,CRL,TPS,738
19713,FR,CRL,TRN,738
19714,FR,CRL,TRS,738
19715,FR,CRL,TSF,738
19716,FR,CRL,VLC,738
19717,FR,CRL,VNO,738
19718,FR,CRL,VOL,738
19719,FR,CRL,WMI,738
19720,FR,CRL,ZAD,738
19721,FR,CRL,ZAZ,738
19722,FR,CRL,ZTH,738
19723,FR,CTA,BGY,738
19724,FR,CTA,BLQ,738
19725,FR,CTA,EIN,738
19726,FR,CTA,FCO,738
19727,FR,CTA,MAD,738
19728,FR,CTA,MRS,738
19729,FR,CTA,TRN,738
19730,FR,CTA,TSF,738
19731,FR,CUF,AHO,738
19732,FR,CUF,CAG,738
19733,FR,CUF,TPS,738
19734,FR,DLE,LIS,738
19735,FR,DLE,OPO,738
19736,FR,DLE,RAK,738
19737,FR,DNR,EMA,738
19738,FR,DNR,STN,738
19739,FR,DTM,AGP,738
19740,FR,DTM,AHO,738
19741,FR,DTM,FAO,738
19742,FR,DTM,GRO,738
19743,FR,DTM,KRK,738
19744,FR,DTM,OPO,738
19745,FR,DTM,PMI,738
19746,FR,DTM,STN,738
19747,FR,DUB,ACE,738
19748,FR,DUB,AGP,738
19749,FR,DUB,AHO,738
19750,FR,DUB,ALC,738
19751,FR,DUB,BCN,738
19752,FR,DUB,BGY,738
19753,FR,DUB,BHX,738
19754,FR,DUB,BIQ,738
19755,FR,DUB,BLQ,738
19756,FR,DUB,BRE,738
19757,FR,DUB,BRI,738
19758,FR,DUB,BRS,738
19759,FR,DUB,BSL,738
19760,FR,DUB,BTS,738
19761,FR,DUB,BUD,738
19762,FR,DUB,BVA,738
19763,FR,DUB,BZG,738
19764,FR,DUB,CCF,738
19765,FR,DUB,CHQ,738
19766,FR,DUB,CIA,738
19767,FR,DUB,CIY,738
19768,FR,DUB,CRL,738
19769,FR,DUB,EDI,738
19770,FR,DUB,EIN,738
19771,FR,DUB,EMA,738
19772,FR,DUB,FAO,738
19773,FR,DUB,FMM,738
19774,FR,DUB,FUE,738
19775,FR,DUB,GDN,738
19776,FR,DUB,GRO,738
19777,FR,DUB,HHN,738
19778,FR,DUB,IBZ,738
19779,FR,DUB,KRK,738
19780,FR,DUB,KTW,738
19781,FR,DUB,KUN,738
19782,FR,DUB,LBA,738
19783,FR,DUB,LEI,738
19784,FR,DUB,LGW,738
19785,FR,DUB,LIS,738
19786,FR,DUB,LPA,738
19787,FR,DUB,LPL,738
19788,FR,DUB,LRH,738
19789,FR,DUB,LTN,738
19790,FR,DUB,MAD,738
19791,FR,DUB,MAN,738
19792,FR,DUB,MJV,738
19793,FR,DUB,MLA,738
19794,FR,DUB,NCE,738
19795,FR,DUB,NCL,738
19796,FR,DUB,NTE,738
19797,FR,DUB,OPO,738
19798,FR,DUB,OTP,738
19799,FR,DUB,PIK,738
19800,FR,DUB,PMI,738
19801,FR,DUB,POZ,738
19802,FR,DUB,PRG,738
19803,FR,DUB,PSA,738
19804,FR,DUB,RAK,738
19805,FR,DUB,RDZ,738
19806,FR,DUB,REU,738
19807,FR,DUB,RIX,738
19808,FR,DUB,RYG,738
19809,FR,DUB,RZE,738
19810,FR,DUB,SDR,738
19811,FR,DUB,STN,738
19812,FR,DUB,SVQ,738
19813,FR,DUB,SXF,738
19814,FR,DUB,SZZ,738
19815,FR,DUB,TFS,738
19816,FR,DUB,TSF,738
19817,FR,DUB,TUF,738
19818,FR,DUB,VLC,738
19819,FR,DUB,VNO,738
19820,FR,DUB,WMI,738
19821,FR,DUB,WRO,738
19822,FR,DUB,ZAD,738
19823,FR,EBU,FEZ,738
19824,FR,EBU,OPO,738
19825,FR,EDI,ACE,738
19826,FR,EDI,AGP,738
19827,FR,EDI,ALC,738
19828,FR,EDI,BCN,738
19829,FR,EDI,BLQ,738
19830,FR,EDI,BOD,738
19831,FR,EDI,BRE,738
19832,FR,EDI,BTS,738
19833,FR,EDI,BZR,738
19834,FR,EDI,CFU,738
19835,FR,EDI,CIA,738
19836,FR,EDI,CRL,738
19837,FR,EDI,DUB,738
19838,FR,EDI,FAO,738
19839,FR,EDI,FUE,738
19840,FR,EDI,GDN,738
19841,FR,EDI,GSE,738
19842,FR,EDI,HHN,738
19843,FR,EDI,KRK,738
19844,FR,EDI,KUN,738
19845,FR,EDI,LPA,738
19846,FR,EDI,MLA,738
19847,FR,EDI,MRS,738
19848,FR,EDI,NRN,738
19849,FR,EDI,PMI,738
19850,FR,EDI,POZ,738
19851,FR,EDI,PSA,738
19852,FR,EDI,RYG,738
19853,FR,EDI,SDR,738
19854,FR,EDI,TFS,738
19855,FR,EFL,STN,738
19856,FR,EGC,BRS,738
19857,FR,EGC,CRL,738
19858,FR,EGC,EMA,738
19859,FR,EGC,LPL,738
19860,FR,EGC,STN,738
19861,FR,EIN,ACE,738
19862,FR,EIN,AGP,738
19863,FR,EIN,AHO,738
19864,FR,EIN,ALC,738
19865,FR,EIN,BDS,738
19866,FR,EIN,BGY,738
19867,FR,EIN,CCF,738
19868,FR,EIN,CFU,738
19869,FR,EIN,CHQ,738
19870,FR,EIN,CIA,738
19871,FR,EIN,CTA,738
19872,FR,EIN,DUB,738
19873,FR,EIN,FAO,738
19874,FR,EIN,FEZ,738
19875,FR,EIN,GRO,738
19876,FR,EIN,IBZ,738
19877,FR,EIN,KRK,738
19878,FR,EIN,LPA,738
19879,FR,EIN,MJV,738
19880,FR,EIN,MLA,738
19881,FR,EIN,MRS,738
19882,FR,EIN,NOC,738
19883,FR,EIN,OPO,738
19884,FR,EIN,PMI,738
19885,FR,EIN,PSA,738
19886,FR,EIN,RAK,738
19887,FR,EIN,REU,738
19888,FR,EIN,STN,738
19889,FR,EIN,SVQ,738
19890,FR,EIN,TPS,738
19891,FR,EIN,TSF,738
19892,FR,EIN,WMI,738
19893,FR,EMA,ACE,738
19894,FR,EMA,AGP,738
19895,FR,EMA,ALC,738
19896,FR,EMA,BCN,738
19897,FR,EMA,BGY,738
19898,FR,EMA,CCF,738
19899,FR,EMA,CFU,738
19900,FR,EMA,CHQ,738
19901,FR,EMA,CIA,738
19902,FR,EMA,DNR,738
19903,FR,EMA,DUB,738
19904,FR,EMA,EGC,738
19905,FR,EMA,FAO,738
19906,FR,EMA,FUE,738
19907,FR,EMA,GRO,738
19908,FR,EMA,IBZ,738
19909,FR,EMA,KRK,738
19910,FR,EMA,LEI,738
19911,FR,EMA,LIG,738
19912,FR,EMA,LPA,738
19913,FR,EMA,LRH,738
19914,FR,EMA,MAH,738
19915,FR,EMA,MJV,738
19916,FR,EMA,NOC,738
19917,FR,EMA,ORK,738
19918,FR,EMA,PMI,738
19919,FR,EMA,PSA,738
19920,FR,EMA,REU,738
19921,FR,EMA,RHO,738
19922,FR,EMA,RIX,738
19923,FR,EMA,RZE,738
19924,FR,EMA,SXF,738
19925,FR,EMA,TFS,738
19926,FR,EMA,TSF,738
19927,FR,EMA,VLC,738
19928,FR,EMA,WMI,738
19929,FR,EMA,WRO,738
19930,FR,ESU,MRS,738
19931,FR,FAO,BHX,738
19932,FR,FAO,BLL,738
19933,FR,FAO,BOH,738
19934,FR,FAO,BRE,738
19935,FR,FAO,BRS,738
19936,FR,FAO,BVA,738
19937,FR,FAO,CGN,738
19938,FR,FAO,CRL,738
19939,FR,FAO,DTM,738
19940,FR,FAO,DUB,738
19941,FR,FAO,EDI,738
19942,FR,FAO,EIN,738
19943,FR,FAO,EMA,738
19944,FR,FAO,FMM,738
19945,FR,FAO,HHN,738
19946,FR,FAO,KIR,738
19947,FR,FAO,LBA,738
19948,FR,FAO,LDY,738
19949,FR,FAO,LIS,738
19950,FR,FAO,LPL,738
19951,FR,FAO,MAN,738
19952,FR,FAO,MST,738
19953,FR,FAO,NOC,738
19954,FR,FAO,NRN,738
19955,FR,FAO,OPO,738
19956,FR,FAO,ORK,738
19957,FR,FAO,PIK,738
19958,FR,FAO,SNN,738
19959,FR,FAO,STN,738
19960,FR,FCO,BCN,738
19961,FR,FCO,BRU,738
19962,FR,FCO,CTA,738
19963,FR,FCO,PMO,738
19964,FR,FCO,SUF,738
19965,FR,FEZ,BCN,738
19966,FR,FEZ,BGY,738
19967,FR,FEZ,BVA,738
19968,FR,FEZ,CRL,738
19969,FR,FEZ,EBU,738
19970,FR,FEZ,EIN,738
19971,FR,FEZ,FNI,738
19972,FR,FEZ,HHN,738
19973,FR,FEZ,MRS,738
19974,FR,FEZ,NRN,738
19975,FR,FEZ,NTE,738
19976,FR,FEZ,PSA,738
19977,FR,FEZ,STN,738
19978,FR,FKB,ACE,738
19979,FR,FKB,AGP,738
19980,FR,FKB,ALC,738
19981,FR,FKB,BRI,738
19982,FR,FKB,CAG,738
19983,FR,FKB,CIA,738
19984,FR,FKB,GRO,738
19985,FR,FKB,LPA,738
19986,FR,FKB,OPO,738
19987,FR,FKB,PMI,738
19988,FR,FKB,SKG,738
19989,FR,FKB,STN,738
19990,FR,FKB,TFS,738
19991,FR,FKB,TPS,738
19992,FR,FKB,ZAD,738
19993,FR,FMM,AGP,738
19994,FR,FMM,AHO,738
19995,FR,FMM,ALC,738
19996,FR,FMM,CHQ,738
19997,FR,FMM,CIA,738
19998,FR,FMM,DUB,738
19999,FR,FMM,FAO,738
20000,FR,FMM,GRO,738
20001,FR,FMM,OPO,738
20002,FR,FMM,PMI,738
20003,FR,FMM,SNN,738
20004,FR,FMM,STN,738
20005,FR,FMM,TFS,738
20006,FR,FMM,TPS,738
20007,FR,FMO,AGP,738
20008,FR,FMO,GRO,738
20009,FR,FNI,CRL,738
20010,FR,FNI,FEZ,738
20011,FR,FNI,LPL,738
20012,FR,FNI,LTN,738
20013,FR,FSC,CRL,738
20014,FR,FUE,BCN,738
20015,FR,FUE,BGY,738
20016,FR,FUE,BHX,738
20017,FR,FUE,BOH,738
20018,FR,FUE,BRE,738
20019,FR,FUE,CRL,738
20020,FR,FUE,DUB,738
20021,FR,FUE,EDI,738
20022,FR,FUE,EMA,738
20023,FR,FUE,LBA,738
20024,FR,FUE,LPL,738
20025,FR,FUE,LTN,738
20026,FR,FUE,MAD,738
20027,FR,FUE,MAN,738
20028,FR,FUE,NRN,738
20029,FR,FUE,ORK,738
20030,FR,FUE,PIK,738
20031,FR,FUE,PSA,738
20032,FR,FUE,SNN,738
20033,FR,FUE,STN,738
20034,FR,GDN,BHX,738
20035,FR,GDN,BRS,738
20036,FR,GDN,DUB,738
20037,FR,GDN,EDI,738
20038,FR,GDN,LBA,738
20039,FR,GDN,MAN,738
20040,FR,GDN,ORK,738
20041,FR,GDN,PSA,738
20042,FR,GDN,RYG,738
20043,FR,GDN,STN,738
20044,FR,GDN,WMI,738
20045,FR,GOA,BRI,738
20046,FR,GOA,CAG,738
20047,FR,GOA,CRL,738
20048,FR,GOA,STN,738
20049,FR,GOA,TPS,738
20050,FR,GPA,PFO,738
20051,FR,GRO,AHO,738
20052,FR,GRO,BDS,738
20053,FR,GRO,BGY,738
20054,FR,GRO,BLL,738
20055,FR,GRO,BOH,738
20056,FR,GRO,BRE,738
20057,FR,GRO,BRS,738
20058,FR,GRO,BTS,738
20059,FR,GRO,BVA,738
20060,FR,GRO,CAG,738
20061,FR,GRO,CGN,738
20062,FR,GRO,CRL,738
20063,FR,GRO,DTM,738
20064,FR,GRO,DUB,738
20065,FR,GRO,EIN,738
20066,FR,GRO,EMA,738
20067,FR,GRO,FKB,738
20068,FR,GRO,FMM,738
20069,FR,GRO,FMO,738
20070,FR,GRO,GRQ,738
20071,FR,GRO,HHN,738
20072,FR,GRO,IBZ,738
20073,FR,GRO,KRK,738
20074,FR,GRO,LBA,738
20075,FR,GRO,LPP,738
20076,FR,GRO,LTN,738
20077,FR,GRO,MAN,738
20078,FR,GRO,MLA,738
20079,FR,GRO,MST,738
20080,FR,GRO,NCL,738
20081,FR,GRO,NRN,738
20082,FR,GRO,PMI,738
20083,FR,GRO,POZ,738
20084,FR,GRO,PSA,738
20085,FR,GRO,PSR,738
20086,FR,GRO,RAK,738
20087,FR,GRO,RBA,738
20088,FR,GRO,SFT,738
20089,FR,GRO,SKG,738
20090,FR,GRO,STN,738
20091,FR,GRO,TLL,738
20092,FR,GRO,TMP,738
20093,FR,GRO,TPS,738
20094,FR,GRO,WRO,738
20095,FR,GRQ,GRO,738
20096,FR,GRQ,PMI,738
20097,FR,GSE,AGP,738
20098,FR,GSE,AHO,738
20099,FR,GSE,ALC,738
20100,FR,GSE,BGY,738
20101,FR,GSE,BVA,738
20102,FR,GSE,CIA,738
20103,FR,GSE,EDI,738
20104,FR,GSE,MLA,738
20105,FR,GSE,MRS,738
20106,FR,GSE,PMI,738
20107,FR,GSE,PSA,738
20108,FR,GSE,STN,738
20109,FR,GSE,ZAD,738
20110,FR,HAU,AGP,738
20111,FR,HAU,ALC,738
20112,FR,HAU,BRE,738
20113,FR,HAU,PSA,738
20114,FR,HAU,STN,738
20115,FR,HAU,ZAD,738
20116,FR,HHN,ACE,738
20117,FR,HHN,AGP,738
20118,FR,HHN,AHO,738
20119,FR,HHN,ALC,738
20120,FR,HHN,BGY,738
20121,FR,HHN,BRI,738
20122,FR,HHN,CAG,738
20123,FR,HHN,CHQ,738
20124,FR,HHN,CIA,738
20125,FR,HHN,CIY,738
20126,FR,HHN,DUB,738
20127,FR,HHN,EDI,738
20128,FR,HHN,FAO,738
20129,FR,HHN,FEZ,738
20130,FR,HHN,GRO,738
20131,FR,HHN,IBZ,738
20132,FR,HHN,KIR,738
20133,FR,HHN,KUN,738
20134,FR,HHN,LIS,738
20135,FR,HHN,MPL,738
20136,FR,HHN,NDR,738
20137,FR,HHN,OPO,738
20138,FR,HHN,PDV,738
20139,FR,HHN,PMI,738
20140,FR,HHN,PSA,738
20141,FR,HHN,PSR,738
20142,FR,HHN,PUY,738
20143,FR,HHN,RAK,738
20144,FR,HHN,REU,738
20145,FR,HHN,RIX,738
20146,FR,HHN,SCQ,738
20147,FR,HHN,SDR,738
20148,FR,HHN,SKG,738
20149,FR,HHN,STN,738
20150,FR,HHN,SUF,738
20151,FR,HHN,TFS,738
20152,FR,HHN,TMP,738
20153,FR,HHN,TPS,738
20154,FR,HHN,TSF,738
20155,FR,HHN,VLC,738
20156,FR,HHN,VOL,738
20157,FR,HHN,XRY,738
20158,FR,HHN,ZAD,738
20159,FR,IBZ,AGP,738
20160,FR,IBZ,BCN,738
20161,FR,IBZ,BGY,738
20162,FR,IBZ,BHX,738
20163,FR,IBZ,BLQ,738
20164,FR,IBZ,BOH,738
20165,FR,IBZ,BRS,738
20166,FR,IBZ,CIA,738
20167,FR,IBZ,CRL,738
20168,FR,IBZ,DUB,738
20169,FR,IBZ,EIN,738
20170,FR,IBZ,EMA,738
20171,FR,IBZ,GRO,738
20172,FR,IBZ,HHN,738
20173,FR,IBZ,LBA,738
20174,FR,IBZ,LPL,738
20175,FR,IBZ,MAD,738
20176,FR,IBZ,MAN,738
20177,FR,IBZ,MRS,738
20178,FR,IBZ,NRN,738
20179,FR,IBZ,PIK,738
20180,FR,IBZ,PSA,738
20181,FR,IBZ,STN,738
20182,FR,IBZ,VLC,738
20183,FR,KGS,BGY,738
20184,FR,KGS,KRK,738
20185,FR,KGS,KUN,738
20186,FR,KGS,LBA,738
20187,FR,KGS,LPL,738
20188,FR,KGS,RYG,738
20189,FR,KGS,STN,738
20190,FR,KIR,ALC,738
20191,FR,KIR,FAO,738
20192,FR,KIR,HHN,738
20193,FR,KIR,LTN,738
20194,FR,KIR,STN,738
20195,FR,KRK,AGP,738
20196,FR,KRK,ALC,738
20197,FR,KRK,BGY,738
20198,FR,KRK,BHX,738
20199,FR,KRK,BLQ,738
20200,FR,KRK,BVA,738
20201,FR,KRK,CAG,738
20202,FR,KRK,CIA,738
20203,FR,KRK,CRL,738
20204,FR,KRK,DTM,738
20205,FR,KRK,DUB,738
20206,FR,KRK,EDI,738
20207,FR,KRK,EIN,738
20208,FR,KRK,EMA,738
20209,FR,KRK,GRO,738
20210,FR,KRK,KGS,738
20211,FR,KRK,LBA,738
20212,FR,KRK,LPL,738
20213,FR,KRK,MAD,738
20214,FR,KRK,MAN,738
20215,FR,KRK,MLA,738
20216,FR,KRK,NYO,738
20217,FR,KRK,PFO,738
20218,FR,KRK,PSA,738
20219,FR,KRK,RYG,738
20220,FR,KRK,SNN,738
20221,FR,KRK,STN,738
20222,FR,KRK,TPS,738
20223,FR,KTW,ALC,738
20224,FR,KTW,BHX,738
20225,FR,KTW,CHQ,738
20226,FR,KTW,DUB,738
20227,FR,KTW,STN,738
20228,FR,KUN,ALC,738
20229,FR,KUN,BHX,738
20230,FR,KUN,BRS,738
20231,FR,KUN,CAG,738
20232,FR,KUN,CIY,738
20233,FR,KUN,DUB,738
20234,FR,KUN,EDI,738
20235,FR,KUN,HHN,738
20236,FR,KUN,KGS,738
20237,FR,KUN,LGW,738
20238,FR,KUN,LTN,738
20239,FR,KUN,MLA,738
20240,FR,KUN,NOC,738
20241,FR,KUN,PFO,738
20242,FR,KUN,PMI,738
20243,FR,KUN,RHO,738
20244,FR,KUN,RYG,738
20245,FR,KUN,STN,738
20246,FR,KUN,TPS,738
20247,FR,LBA,ACE,738
20248,FR,LBA,AGP,738
20249,FR,LBA,ALC,738
20250,FR,LBA,BGY,738
20251,FR,LBA,CFU,738
20252,FR,LBA,CHQ,738
20253,FR,LBA,DUB,738
20254,FR,LBA,FAO,738
20255,FR,LBA,FUE,738
20256,FR,LBA,GDN,738
20257,FR,LBA,GRO,738
20258,FR,LBA,IBZ,738
20259,FR,LBA,KGS,738
20260,FR,LBA,KRK,738
20261,FR,LBA,LIG,738
20262,FR,LBA,MJV,738
20263,FR,LBA,MLA,738
20264,FR,LBA,MPL,738
20265,FR,LBA,PMI,738
20266,FR,LBA,PSA,738
20267,FR,LBA,TFS,738
20268,FR,LBA,TSF,738
20269,FR,LBC,BGY,738
20270,FR,LBC,PMI,738
20271,FR,LBC,PSA,738
20272,FR,LDE,BGY,738
20273,FR,LDE,STN,738
20274,FR,LDY,BHX,738
20275,FR,LDY,FAO,738
20276,FR,LDY,LPL,738
20277,FR,LDY,PIK,738
20278,FR,LDY,STN,738
20279,FR,LEI,CRL,738
20280,FR,LEI,DUB,738
20281,FR,LEI,EMA,738
20282,FR,LEI,NRN,738
20283,FR,LEI,STN,738
20284,FR,LEJ,STN,738
20285,FR,LGW,DUB,738
20286,FR,LGW,KUN,738
20287,FR,LGW,ORK,738
20288,FR,LGW,SNN,738
20289,FR,LGW,SVQ,738
20290,FR,LIG,BRS,738
20291,FR,LIG,EMA,738
20292,FR,LIG,LBA,738
20293,FR,LIG,LPL,738
20294,FR,LIG,STN,738
20295,FR,LIL,MRS,738
20296,FR,LIL,OPO,738
20297,FR,LIS,BRU,738
20298,FR,LIS,BVA,738
20299,FR,LIS,DLE,738
20300,FR,LIS,DUB,738
20301,FR,LIS,FAO,738
20302,FR,LIS,HHN,738
20303,FR,LIS,MAN,738
20304,FR,LIS,MRS,738
20305,FR,LIS,OPO,738
20306,FR,LIS,PSA,738
20307,FR,LIS,STN,738
20308,FR,LNZ,STN,738
20309,FR,LPA,BCN,738
20310,FR,LPA,BGY,738
20311,FR,LPA,BHX,738
20312,FR,LPA,BOH,738
20313,FR,LPA,BRE,738
20314,FR,LPA,BRS,738
20315,FR,LPA,CRL,738
20316,FR,LPA,DUB,738
20317,FR,LPA,EDI,738
20318,FR,LPA,EIN,738
20319,FR,LPA,EMA,738
20320,FR,LPA,FKB,738
20321,FR,LPA,LPL,738
20322,FR,LPA,LTN,738
20323,FR,LPA,MAD,738
20324,FR,LPA,MAN,738
20325,FR,LPA,NRN,738
20326,FR,LPA,OPO,738
20327,FR,LPA,ORK,738
20328,FR,LPA,PIK,738
20329,FR,LPA,PSA,738
20330,FR,LPA,SCQ,738
20331,FR,LPA,SDR,738
20332,FR,LPA,STN,738
20333,FR,LPA,SVQ,738
20334,FR,LPA,VLC,738
20335,FR,LPL,ACE,738
20336,FR,LPL,AGP,738
20337,FR,LPL,ALC,738
20338,FR,LPL,BCN,738
20339,FR,LPL,BTS,738
20340,FR,LPL,CCF,738
20341,FR,LPL,DUB,738
20342,FR,LPL,EGC,738
20343,FR,LPL,FAO,738
20344,FR,LPL,FNI,738
20345,FR,LPL,FUE,738
20346,FR,LPL,IBZ,738
20347,FR,LPL,KGS,738
20348,FR,LPL,KRK,738
20349,FR,LPL,LDY,738
20350,FR,LPL,LIG,738
20351,FR,LPL,LPA,738
20352,FR,LPL,MLA,738
20353,FR,LPL,NOC,738
20354,FR,LPL,OPO,738
20355,FR,LPL,ORK,738
20356,FR,LPL,PMI,738
20357,FR,LPL,POZ,738
20358,FR,LPL,PSA,738
20359,FR,LPL,REU,738
20360,FR,LPL,RHO,738
20361,FR,LPL,SNN,738
20362,FR,LPL,SZZ,738
20363,FR,LPL,TFS,738
20364,FR,LPL,TRF,738
20365,FR,LPL,VNO,738
20366,FR,LPL,WMI,738
20367,FR,LPL,WRO,738
20368,FR,LPP,BGY,738
20369,FR,LPP,GRO,738
20370,FR,LPP,NRN,738
20371,FR,LRH,CRL,738
20372,FR,LRH,DUB,738
20373,FR,LRH,EMA,738
20374,FR,LRH,OPO,738
20375,FR,LRH,STN,738
20376,FR,LTN,ACE,738
20377,FR,LTN,AHO,738
20378,FR,LTN,BTS,738
20379,FR,LTN,BZR,738
20380,FR,LTN,DUB,738
20381,FR,LTN,FNI,738
20382,FR,LTN,FUE,738
20383,FR,LTN,GRO,738
20384,FR,LTN,KIR,738
20385,FR,LTN,KUN,738
20386,FR,LTN,LPA,738
20387,FR,LTN,MJV,738
20388,FR,LTN,MLA,738
20389,FR,LTN,NOC,738
20390,FR,LTN,RAK,738
20391,FR,LTN,REU,738
20392,FR,LTN,RZE,738
20393,FR,LTN,TFS,738
20394,FR,LUZ,STN,738
20395,FR,MAD,ACE,738
20396,FR,MAD,AHO,738
20397,FR,MAD,BGY,738
20398,FR,MAD,BLQ,738
20399,FR,MAD,BUD,738
20400,FR,MAD,BVA,738
20401,FR,MAD,CAG,738
20402,FR,MAD,CIA,738
20403,FR,MAD,CRL,738
20404,FR,MAD,CTA,738
20405,FR,MAD,DUB,738
20406,FR,MAD,FUE,738
20407,FR,MAD,IBZ,738
20408,FR,MAD,KRK,738
20409,FR,MAD,LPA,738
20410,FR,MAD,MAN,738
20411,FR,MAD,MLA,738
20412,FR,MAD,MRS,738
20413,FR,MAD,OPO,738
20414,FR,MAD,PMI,738
20415,FR,MAD,PMO,738
20416,FR,MAD,PSA,738
20417,FR,MAD,RAK,738
20418,FR,MAD,RBA,738
20419,FR,MAD,RYG,738
20420,FR,MAD,SCQ,738
20421,FR,MAD,STN,738
20422,FR,MAD,TFN,738
20423,FR,MAD,TFS,738
20424,FR,MAD,TNG,738
20425,FR,MAH,BCN,738
20426,FR,MAH,EMA,738
20427,FR,MAH,VLC,738
20428,FR,MAN,ACE,738
20429,FR,MAN,AGP,738
20430,FR,MAN,ALC,738
20431,FR,MAN,BCN,738
20432,FR,MAN,BGY,738
20433,FR,MAN,BLQ,738
20434,FR,MAN,BRE,738
20435,FR,MAN,BUD,738
20436,FR,MAN,BVA,738
20437,FR,MAN,BZR,738
20438,FR,MAN,CFU,738
20439,FR,MAN,CIA,738
20440,FR,MAN,CRL,738
20441,FR,MAN,DUB,738
20442,FR,MAN,FAO,738
20443,FR,MAN,FUE,738
20444,FR,MAN,GDN,738
20445,FR,MAN,GRO,738
20446,FR,MAN,IBZ,738
20447,FR,MAN,KRK,738
20448,FR,MAN,LIS,738
20449,FR,MAN,LPA,738
20450,FR,MAN,MAD,738
20451,FR,MAN,MJV,738
20452,FR,MAN,PFO,738
20453,FR,MAN,PMI,738
20454,FR,MAN,REU,738
20455,FR,MAN,RIX,738
20456,FR,MAN,RYG,738
20457,FR,MAN,RZE,738
20458,FR,MAN,TFS,738
20459,FR,MAN,TLL,738
20460,FR,MAN,TPS,738
20461,FR,MAN,VLC,738
20462,FR,MAN,WMI,738
20463,FR,MAN,ZAD,738
20464,FR,MJV,BHX,738
20465,FR,MJV,BOH,738
20466,FR,MJV,DUB,738
20467,FR,MJV,EIN,738
20468,FR,MJV,EMA,738
20469,FR,MJV,LBA,738
20470,FR,MJV,LTN,738
20471,FR,MJV,MAN,738
20472,FR,MJV,PIK,738
20473,FR,MJV,STN,738
20474,FR,MLA,BGY,738
20475,FR,MLA,BHX,738
20476,FR,MLA,BLL,738
20477,FR,MLA,BLQ,738
20478,FR,MLA,BOH,738
20479,FR,MLA,BRI,738
20480,FR,MLA,BRS,738
20481,FR,MLA,DUB,738
20482,FR,MLA,EDI,738
20483,FR,MLA,EIN,738
20484,FR,MLA,GRO,738
20485,FR,MLA,GSE,738
20486,FR,MLA,KRK,738
20487,FR,MLA,KUN,738
20488,FR,MLA,LBA,738
20489,FR,MLA,LPL,738
20490,FR,MLA,LTN,738
20491,FR,MLA,MAD,738
20492,FR,MLA,MRS,738
20493,FR,MLA,NYO,738
20494,FR,MLA,PIK,738
20495,FR,MLA,PSA,738
20496,FR,MLA,RYG,738
20497,FR,MLA,STN,738
20498,FR,MLA,TPS,738
20499,FR,MLA,TRN,738
20500,FR,MLA,TSF,738
20501,FR,MLA,WRO,738
20502,FR,MMX,AGP,738
20503,FR,MMX,STN,738
20504,FR,MPL,CRL,738
20505,FR,MPL,HHN,738
20506,FR,MPL,LBA,738
20507,FR,MRS,AGA,738
20508,FR,MRS,AGP,738
20509,FR,MRS,BES,738
20510,FR,MRS,BOD,738
20511,FR,MRS,CAG,738
20512,FR,MRS,CHQ,738
20513,FR,MRS,CIA,738
20514,FR,MRS,CRL,738
20515,FR,MRS,CTA,738
20516,FR,MRS,EDI,738
20517,FR,MRS,EIN,738
20518,FR,MRS,ESU,738
20519,FR,MRS,FEZ,738
20520,FR,MRS,GSE,738
20521,FR,MRS,IBZ,738
20522,FR,MRS,LIL,738
20523,FR,MRS,LIS,738
20524,FR,MRS,MAD,738
20525,FR,MRS,MLA,738
20526,FR,MRS,NDR,738
20527,FR,MRS,NTE,738
20528,FR,MRS,OPO,738
20529,FR,MRS,OUD,738
20530,FR,MRS,PMI,738
20531,FR,MRS,PMO,738
20532,FR,MRS,RAK,738
20533,FR,MRS,RBA,738
20534,FR,MRS,STN,738
20535,FR,MRS,SVQ,738
20536,FR,MRS,TNG,738
20537,FR,MRS,TUF,738
20538,FR,MRS,VLC,738
20539,FR,MRS,WMI,738
20540,FR,MRS,ZAD,738
20541,FR,MST,ALC,738
20542,FR,MST,BRI,738
20543,FR,MST,FAO,738
20544,FR,MST,GRO,738
20545,FR,MST,OPO,738
20546,FR,MST,PMI,738
20547,FR,MST,TFS,738
20548,FR,MST,TPS,738
20549,FR,NCE,DUB,738
20550,FR,NCE,SNN,738
20551,FR,NCL,DUB,738
20552,FR,NCL,GRO,738
20553,FR,NDR,BCN,738
20554,FR,NDR,BVA,738
20555,FR,NDR,CRL,738
20556,FR,NDR,HHN,738
20557,FR,NDR,MRS,738
20558,FR,NOC,ACE,738
20559,FR,NOC,AGP,738
20560,FR,NOC,ALC,738
20561,FR,NOC,BRS,738
20562,FR,NOC,EIN,738
20563,FR,NOC,EMA,738
20564,FR,NOC,FAO,738
20565,FR,NOC,KUN,738
20566,FR,NOC,LPL,738
20567,FR,NOC,LTN,738
20568,FR,NOC,STN,738
20569,FR,NOC,TFS,738
20570,FR,NRN,ACE,738
20571,FR,NRN,AGP,738
20572,FR,NRN,AHO,738
20573,FR,NRN,ALC,738
20574,FR,NRN,AOI,738
20575,FR,NRN,BGY,738
