ID,Airline_IATA2,StartingAirport_IATA3,DestinationAirport_IATA3,Equipment
861,3U,NZH,HRB,321
862,3U,PEK,CKG,319 321 320
863,3U,PEK,CTU,321 320 330
864,3U,PEK,WXN,320
865,3U,PEK,ZHY,320
866,3U,PVG,CKG,320 319
867,3U,PVG,CTU,330 321
868,3U,PVG,SPN,330
869,3U,PZI,CKG,319
870,3U,PZI,CTU,319
871,3U,SGN,NNG,320
872,3U,SHE,CSX,320
873,3U,SHE,CTU,330
874,3U,SHE,DSN,319
875,3U,SHE,NGB,321
876,3U,SHE,TYN,321
877,3U,SHE,XUZ,320
878,3U,SHE,YVR,330
879,3U,SJW,CTU,320
880,3U,SJW,HRB,321
881,3U,SJW,KWL,321
882,3U,SPN,CAN,330
883,3U,SPN,PVG,330
884,3U,SWA,CKG,319
885,3U,SYD,CKG,330
886,3U,SYX,CKG,320
887,3U,SYX,CTU,321
888,3U,SYX,KWE,321
889,3U,SYX,KWL,320
890,3U,SYX,MIG,320
891,3U,SYX,NGB,321
892,3U,SYX,NKG,320
893,3U,SYX,TNA,321
894,3U,SYX,WNZ,321
895,3U,SYX,YBP,319
896,3U,SZX,CKG,320
897,3U,SZX,CTU,320 321
898,3U,SZX,WXN,319
899,3U,TAO,CTU,321
900,3U,TAO,KMG,320
901,3U,TNA,CGQ,321
902,3U,TNA,CKG,321
903,3U,TNA,CTU,321
904,3U,TNA,DLC,321
905,3U,TNA,HRB,320 321
906,3U,TNA,KMG,320
907,3U,TNA,SYX,321
908,3U,TNA,XIY,320
909,3U,TPE,KMG,320
910,3U,TSA,CKG,320
911,3U,TSA,CTU,320
912,3U,TSN,CGQ,320 319
913,3U,TSN,CKG,319
914,3U,TSN,CTU,321
915,3U,TSN,HGH,320
916,3U,TSN,HRB,321
917,3U,TSN,LHW,321
918,3U,TVS,TYN,319
919,3U,TYN,CKG,321
920,3U,TYN,CTU,319
921,3U,TYN,DAT,319
922,3U,TYN,HGH,320
923,3U,TYN,SHE,321
924,3U,TYN,TVS,319
925,3U,URC,CGO,320
926,3U,URC,CKG,320
927,3U,URC,CTU,319 330
928,3U,URC,KHG,319
929,3U,URC,XIY,319
930,3U,UYN,XIY,319
931,3U,WNZ,CSX,319
932,3U,WNZ,CTU,320
933,3U,WNZ,HRB,321
934,3U,WNZ,KWE,320
935,3U,WNZ,SYX,321
936,3U,WUH,CKG,319
937,3U,WUH,CTU,319
938,3U,WUH,HRB,321
939,3U,WUH,JJN,319
940,3U,WUH,NNG,321
941,3U,WUH,NTG,319
942,3U,WUX,CKG,319
943,3U,WUX,CTU,320
944,3U,WXN,CTU,319
945,3U,WXN,KMG,320
946,3U,WXN,PEK,320
947,3U,WXN,SZX,319
948,3U,XIC,CTU,320
949,3U,XIY,BHY,321
950,3U,XIY,CKG,319
951,3U,XIY,CTU,320 319
952,3U,XIY,FOC,319
953,3U,XIY,GXH,319
954,3U,XIY,HRB,321
955,3U,XIY,KMG,320
956,3U,XIY,LXA,319
957,3U,XIY,LYI,319 320
958,3U,XIY,TNA,320
959,3U,XIY,URC,319
960,3U,XIY,UYN,319
961,3U,XIY,XMN,319
962,3U,XIY,XNN,319
963,3U,XIY,YBP,319
964,3U,XMN,CSX,321
965,3U,XMN,CTU,320
966,3U,XMN,CZX,321
967,3U,XMN,KMG,320
968,3U,XMN,KOW,320
969,3U,XMN,XIY,319
970,3U,XNN,CKG,320
971,3U,XNN,CTU,320
972,3U,XNN,LXA,319
973,3U,XNN,MIG,320
974,3U,XNN,XIY,319
975,3U,XNN,ZHY,320
976,3U,XUZ,CTU,320
977,3U,XUZ,DLC,320
978,3U,XUZ,HRB,320 321
979,3U,XUZ,KMG,320
980,3U,XUZ,KWE,321
981,3U,XUZ,SHE,320
982,3U,YBP,SYX,319
983,3U,YBP,XIY,319
984,3U,YIH,CKG,319
985,3U,YIH,CTU,320
986,3U,YIH,HKG,320
987,3U,YTY,CTU,319
988,3U,YVR,SHE,330
989,3U,ZHA,CKG,319
990,3U,ZHA,HKG,319
991,3U,ZHY,PEK,320
992,3U,ZHY,XNN,320
993,3U,ZUH,CZX,320
994,3U,ZUH,HAK,320
995,4B,LAS,LAX,PL2
996,4B,LAX,LAS,PL2
997,4D,CAI,TLV,E70
998,4D,TLV,CAI,E70
999,4E,MCG,NIB,PAG
1000,4E,MCG,TCT,PAG
1001,4E,NIB,MCG,PAG
1002,4E,TCT,TLJ,PAG
1003,4E,TLJ,MCG,PAG
1004,4G,EYK,VKO,YK2
1005,4G,NCU,VKO,73G
1006,4G,NUX,TJM,TU5
1007,4G,NUX,UFA,TU5
1008,4G,NUX,VKO,73G TU5
1009,4G,NYM,OVS,YK4
1010,4G,NYM,VKO,73G
1011,4G,OVS,NYM,YK4
1012,4G,OVS,SVX,YK4
1013,4G,OVS,VKO,YK2
1014,4G,SVX,OVS,YK4
1015,4G,TJM,NUX,TU5
1016,4G,UCT,VKO,YK2
1017,4G,UFA,NUX,TU5
1018,4G,VKO,EYK,YK2
1019,4G,VKO,NCU,73G
1020,4G,VKO,NUX,73G TU5
1021,4G,VKO,NYM,73G
1022,4G,VKO,OVS,YK2
1023,4G,VKO,UCT,YK2
1024,4H,BKK,DAC,AT7
1025,4H,BZL,DAC,DH8
1026,4H,CCU,CGP,AT7
1027,4H,CCU,DAC,AT7
1028,4H,CGP,CCU,AT7
1029,4H,CGP,DAC,DH8
1030,4H,CGP,MCT,313
1031,4H,CXB,DAC,DH8
1032,4H,DAC,BKK,AT7
1033,4H,DAC,BZL,DH8
1034,4H,DAC,CCU,AT7
1035,4H,DAC,CGP,DH8
1036,4H,DAC,CXB,DH8
1037,4H,DAC,DXB,313
1038,4H,DAC,JED,313
1039,4H,DAC,JSR,DH8
1040,4H,DAC,KTM,AT7
1041,4H,DAC,KUL,AT7
1042,4H,DAC,MCT,313
1043,4H,DAC,SPD,DH8
1044,4H,DAC,ZYL,313
1045,4H,DXB,DAC,313
1046,4H,JED,DAC,313
1047,4H,JSR,DAC,DH8
1048,4H,KTM,DAC,AT7
1049,4H,KUL,DAC,AT7
1050,4H,MCT,CGP,313
1051,4H,MCT,DAC,313
1052,4H,RJH,DAC,DH8
1053,4H,SPD,DAC,DH8
1054,4H,SPD,RJH,DH8
1055,4H,ZYL,DAC,313
1056,4K,YGZ,YRB,DHT
1057,4K,YRB,YGZ,DHT
1058,4M,EZE,MIA,777 763
1059,4M,EZE,PUJ,763
1060,4M,MIA,EZE,777 763
1061,4M,MIA,PUJ,763
1062,4M,PUJ,EZE,763
1063,4M,PUJ,MIA,763
1064,4N,YEG,YXY,737
1065,4N,YLW,YVR,737
1066,4N,YLW,YXY,737
1067,4N,YOW,YZF,737
1068,4N,YVR,YLW,737
1069,4N,YVR,YXY,737
1070,4N,YXY,YLW,737
1071,4N,YXY,YVR,737
1072,4N,YXY,YYC,737
1073,4N,YXY,YZF,737
1074,4N,YYC,YEG,737
1075,4N,YZF,YOW,737
1076,4N,YZF,YXY,737
1077,4O,ACA,MEX,320
1078,4O,ACA,TLC,320
1079,4O,AGU,MEX,SU9
1080,4O,BOG,MEX,320
1081,4O,CEN,MEX,320
1082,4O,CJS,MEX,320
1083,4O,CME,MEX,320
1084,4O,CPE,MEX,SU9
1085,4O,CTM,MEX,320
1086,4O,CUL,MEX,320
1087,4O,CUN,MEX,320
1088,4O,CUN,MTY,320
1089,4O,CUN,TLC,320
1090,4O,CUU,MEX,320
1091,4O,CZM,MEX,320
1092,4O,GDL,MEX,320
1093,4O,GDL,MTY,320
1094,4O,GDL,SAT,320
1095,4O,GDL,SJD,320
1096,4O,GDL,SNA,320
1097,4O,GDL,TIJ,320
1098,4O,GUA,MEX,320
1099,4O,HAV,MEX,320
1100,4O,HMO,MEX,320
1101,4O,HUX,MEX,320
1102,4O,JFK,MEX,320
1103,4O,LAP,MEX,SU9
1104,4O,LAS,MTY,320
1105,4O,LAS,TLC,320
1106,4O,MEX,ACA,320
1107,4O,MEX,AGU,SU9
1108,4O,MEX,BOG,320
1109,4O,MEX,CEN,320
1110,4O,MEX,CJS,320
1111,4O,MEX,CME,320
1112,4O,MEX,CPE,SU9
1113,4O,MEX,CTM,320
1114,4O,MEX,CUL,320
1115,4O,MEX,CUN,320
1116,4O,MEX,CUU,320
1117,4O,MEX,CZM,320
1118,4O,MEX,GDL,320
1119,4O,MEX,GUA,320
1120,4O,MEX,HAV,320
1121,4O,MEX,HMO,320
1122,4O,MEX,HUX,320
1123,4O,MEX,JFK,320
1124,4O,MEX,LAP,SU9
1125,4O,MEX,MIA,320
1126,4O,MEX,MID,320
1127,4O,MEX,MTT,SU9
1128,4O,MEX,MTY,320
1129,4O,MEX,MZT,SU9
1130,4O,MEX,OAX,320
1131,4O,MEX,PQM,SU9
1132,4O,MEX,PVR,320
1133,4O,MEX,REX,SU9
1134,4O,MEX,SAT,320
1135,4O,MEX,SJD,320
1136,4O,MEX,SJO,320
1137,4O,MEX,SNA,320
1138,4O,MEX,TAM,320
1139,4O,MEX,TGZ,320
1140,4O,MEX,TIJ,320
1141,4O,MEX,TRC,SU9
1142,4O,MEX,VER,320
1143,4O,MEX,VSA,320
1144,4O,MEX,ZCL,SU9
1145,4O,MEX,ZIH,320
1146,4O,MEX,ZLO,SU9
1147,4O,MIA,MEX,320
1148,4O,MID,MEX,320
1149,4O,MTT,MEX,SU9
1150,4O,MTY,CUN,320
1151,4O,MTY,GDL,320
1152,4O,MTY,LAS,320
1153,4O,MTY,MEX,320
1154,4O,MTY,SAT,320
1155,4O,MTY,TLC,320
1156,4O,MZT,MEX,SU9
1157,4O,OAX,MEX,320
1158,4O,PQM,MEX,SU9
1159,4O,PVR,MEX,320
1160,4O,PVR,TLC,320
1161,4O,REX,MEX,SU9
1162,4O,SAT,GDL,320
1163,4O,SAT,MEX,320
1164,4O,SAT,MTY,320
1165,4O,SAT,TLC,320
1166,4O,SJD,GDL,320
1167,4O,SJD,MEX,320
1168,4O,SJD,TLC,320
1169,4O,SJO,MEX,320
1170,4O,SNA,GDL,320
1171,4O,SNA,MEX,320
1172,4O,TAM,MEX,320
1173,4O,TGZ,MEX,320
1174,4O,TIJ,GDL,320
1175,4O,TIJ,MEX,320
1176,4O,TLC,ACA,320
1177,4O,TLC,CUN,320
1178,4O,TLC,LAS,320
1179,4O,TLC,MTY,320
1180,4O,TLC,PVR,320
1181,4O,TLC,SAT,320
1182,4O,TLC,SJD,320
1183,4O,TLC,ZIH,320
1184,4O,TRC,MEX,SU9
1185,4O,VER,MEX,320
1186,4O,VSA,MEX,320
1187,4O,ZCL,MEX,SU9
1188,4O,ZIH,MEX,320
1189,4O,ZIH,TLC,320
1190,4O,ZLO,MEX,SU9
1191,4Q,DEL,HEA,320
1192,4Q,DEL,KBL,320
1193,4Q,DXB,KBL,319
1194,4Q,HEA,DEL,320
1195,4Q,HEA,ISB,319
1196,4Q,HEA,KBL,319 320
1197,4Q,ISB,HEA,319
1198,4Q,ISB,KBL,319
1199,4Q,KBL,DEL,320
1200,4Q,KBL,DXB,319
1201,4Q,KBL,HEA,319 320
1202,4Q,KBL,ISB,319
1203,4Q,KBL,MZR,319
1204,4Q,MZR,KBL,319
1205,4T,AYT,ZRH,320
1206,4T,BSL,HRG,320
1207,4T,HRG,BSL,320
1208,4T,HRG,ZRH,320
1209,4T,PRN,ZRH,320
1210,4T,RMF,ZRH,320
1211,4T,SKP,ZRH,320
1212,4T,ZRH,AYT,320
1213,4T,ZRH,HRG,320
1214,4T,ZRH,PRN,320
1215,4T,ZRH,RMF,320
1216,4T,ZRH,SKP,320
1217,4U,AGP,STR,320 319
1218,4U,AGP,TXL,319
1219,4U,ALG,CGN,319
1220,4U,AMS,HAM,CRJ
1221,4U,AOI,DUS,CRJ
1222,4U,AOI,TXL,CRJ
1223,4U,ARN,CGN,CRJ
1224,4U,ARN,DUS,CRJ
1225,4U,ARN,HAM,CRJ
1226,4U,ATH,CGN,319
1227,4U,ATH,STR,319
1228,4U,AYT,CGN,320
1229,4U,BCN,CGN,320 319
1230,4U,BCN,DUS,320 319
1231,4U,BCN,HAJ,319
1232,4U,BCN,HAM,319
1233,4U,BCN,STR,319 320
1234,4U,BDS,STR,319
1235,4U,BEG,STR,319
1236,4U,BGO,HAM,CRJ
1237,4U,BHX,HAM,CRJ
1238,4U,BHX,TXL,319
1239,4U,BIA,CGN,319
1240,4U,BIA,DUS,320
1241,4U,BIA,HAM,CRJ
1242,4U,BIA,STR,319
1243,4U,BIA,TXL,320
1244,4U,BIO,DUS,CRJ
1245,4U,BIO,STR,CRJ 319
1246,4U,BLQ,CGN,319
1247,4U,BLQ,TXL,319
1248,4U,BRE,STR,319 CRJ
1249,4U,BRI,CGN,319
1250,4U,BRI,DUS,CRJ
1251,4U,BRI,STR,319
1252,4U,BRU,STR,319 CRJ
1253,4U,BSL,DUS,CRJ
1254,4U,BUD,CGN,319 320 CRJ
1255,4U,BUD,HAM,CRJ
1256,4U,BUD,STR,319 CRJ
1257,4U,CAG,CGN,319
1258,4U,CAG,DUS,CRJ
1259,4U,CAG,STR,319
1260,4U,CDG,HAM,319 CRJ
1261,4U,CFU,CGN,320 319
1262,4U,CFU,DRS,319
1263,4U,CFU,STR,319
1264,4U,CGN,ALG,319
1265,4U,CGN,ARN,CRJ
1266,4U,CGN,ATH,319
1267,4U,CGN,AYT,320
1268,4U,CGN,BCN,320 319
1269,4U,CGN,BIA,319
1270,4U,CGN,BLQ,319
1271,4U,CGN,BRI,319
1272,4U,CGN,BUD,319 320 CRJ
1273,4U,CGN,CAG,319
1274,4U,CGN,CFU,320 319
1275,4U,CGN,CLY,319
1276,4U,CGN,CTA,319
1277,4U,CGN,DBV,319
1278,4U,CGN,DRS,319 CRJ
1279,4U,CGN,DUB,319
1280,4U,CGN,EDI,319
1281,4U,CGN,FAO,319 320
1282,4U,CGN,FCO,319 320
1283,4U,CGN,FDH,319 CRJ
1284,4U,CGN,HAM,319 CRJ
1285,4U,CGN,HDF,CRJ
1286,4U,CGN,HER,320 319
1287,4U,CGN,IBZ,320 319
1288,4U,CGN,JMK,319
1289,4U,CGN,JTR,319
1290,4U,CGN,KGS,319
1291,4U,CGN,KLU,CRJ
1292,4U,CGN,KVA,319 320
1293,4U,CGN,LEJ,CRJ 319 320
1294,4U,CGN,LHR,319 320
1295,4U,CGN,LIS,319 320
1296,4U,CGN,LPA,319
1297,4U,CGN,MAN,319
1298,4U,CGN,MXP,319 CRJ
1299,4U,CGN,NAP,319 320
1300,4U,CGN,NCE,319 320
1301,4U,CGN,NDR,319
1302,4U,CGN,OLB,319
1303,4U,CGN,PMI,320 319
1304,4U,CGN,PMO,319 CRJ
1305,4U,CGN,PRG,319 320 CRJ
1306,4U,CGN,PSA,319
1307,4U,CGN,PUY,319 CRJ
1308,4U,CGN,RAK,319
1309,4U,CGN,RHO,320
1310,4U,CGN,RJK,319
1311,4U,CGN,RLG,319
1312,4U,CGN,SAW,319 320
1313,4U,CGN,SJJ,319
1314,4U,CGN,SKG,319 320
1315,4U,CGN,SPU,319
1316,4U,CGN,STN,319
1317,4U,CGN,SUF,319
1318,4U,CGN,SZG,319
1319,4U,CGN,TLV,319 320
1320,4U,CGN,TUN,319
1321,4U,CGN,TXL,319 320
1322,4U,CGN,VCE,320 319
1323,4U,CGN,VIE,319 320
1324,4U,CGN,VRN,319
1325,4U,CGN,WAW,CRJ
1326,4U,CGN,XRY,319
1327,4U,CGN,ZAD,319
1328,4U,CGN,ZAG,CRJ 319
1329,4U,CGN,ZRH,320 319
1330,4U,CLY,CGN,319
1331,4U,CTA,CGN,319
1332,4U,CTA,DUS,CRJ
1333,4U,CTA,HAJ,319
1334,4U,CTA,HAM,319
1335,4U,CTA,STR,319
1336,4U,CTA,TXL,319
1337,4U,CWL,DUS,CRJ
1338,4U,DBV,CGN,319
1339,4U,DBV,DUS,CRJ
1340,4U,DBV,HAJ,319
1341,4U,DBV,HAM,319
1342,4U,DBV,STR,319
1343,4U,DBV,TXL,320
1344,4U,DRS,CFU,319
1345,4U,DRS,CGN,319 CRJ
1346,4U,DRS,DUS,319 CRJ
1347,4U,DRS,STR,319 CRJ
1348,4U,DTM,HDF,319
1349,4U,DTM,MUC,319
1350,4U,DTM,PMI,319 320
1351,4U,DTM,SAW,319
1352,4U,DTM,SPU,319
1353,4U,DUB,CGN,319
1354,4U,DUB,DUS,CRJ
1355,4U,DUS,AOI,CRJ
1356,4U,DUS,ARN,CRJ
1357,4U,DUS,BCN,320 319
1358,4U,DUS,BIA,320
1359,4U,DUS,BIO,CRJ
1360,4U,DUS,BRI,CRJ
1361,4U,DUS,BSL,CRJ
1362,4U,DUS,CAG,CRJ
1363,4U,DUS,CTA,CRJ
1364,4U,DUS,CWL,CRJ
1365,4U,DUS,DBV,CRJ
1366,4U,DUS,DRS,319 CRJ
1367,4U,DUS,DUB,CRJ
1368,4U,DUS,GVA,CRJ
1369,4U,DUS,HDF,CRJ
1370,4U,DUS,HER,319
1371,4U,DUS,IBZ,320
1372,4U,DUS,KTW,CRJ
1373,4U,DUS,LEJ,CRJ
1374,4U,DUS,LYS,CRJ
1375,4U,DUS,MAD,CRJ
1376,4U,DUS,MPL,CRJ
1377,4U,DUS,MXP,CRJ 320
1378,4U,DUS,NQY,CRJ
1379,4U,DUS,NUE,CRJ
1380,4U,DUS,OLB,CRJ
1381,4U,DUS,PMI,320
1382,4U,DUS,POZ,CRJ
1383,4U,DUS,PRG,CRJ
1384,4U,DUS,PRN,319
1385,4U,DUS,SKG,319 320
1386,4U,DUS,SPU,319
1387,4U,DUS,SUF,CRJ
1388,4U,DUS,TRN,CRJ
1389,4U,DUS,VCE,320 319
1390,4U,DUS,WAW,CRJ
1391,4U,DUS,WRO,CRJ
1392,4U,DUS,ZAD,CRJ
1393,4U,EDI,CGN,319
1394,4U,FAO,CGN,319 320
1395,4U,FAO,HAM,319
1396,4U,FAO,STR,319 320
1397,4U,FCO,CGN,319 320
1398,4U,FCO,HAJ,319
1399,4U,FCO,HAM,319
1400,4U,FCO,STR,319
1401,4U,FCO,TXL,319
1402,4U,FDH,CGN,319 CRJ
1403,4U,FKB,HAM,CRJ
1404,4U,FMM,HAM,CRJ
1405,4U,FMM,TXL,CRJ
1406,4U,FRA,HDF,CRJ
1407,4U,GVA,DUS,CRJ
1408,4U,GVA,HAM,CRJ
1409,4U,HAJ,BCN,319
1410,4U,HAJ,CTA,319
1411,4U,HAJ,DBV,319
1412,4U,HAJ,FCO,319
1413,4U,HAJ,HER,319
1414,4U,HAJ,MXP,319
1415,4U,HAJ,NAP,319
1416,4U,HAJ,PMI,319
1417,4U,HAJ,PRN,319
1418,4U,HAJ,SAW,319
1419,4U,HAJ,SKG,319
1420,4U,HAJ,SPU,319
1421,4U,HAJ,STN,319
1422,4U,HAJ,STR,319
1423,4U,HAJ,SUF,319
1424,4U,HAJ,VCE,319
1425,4U,HAJ,VIE,319
1426,4U,HAM,AMS,CRJ
1427,4U,HAM,ARN,CRJ
1428,4U,HAM,BCN,319
1429,4U,HAM,BGO,CRJ
1430,4U,HAM,BHX,CRJ
1431,4U,HAM,BIA,CRJ
1432,4U,HAM,BUD,CRJ
1433,4U,HAM,CDG,319 CRJ
1434,4U,HAM,CGN,319 CRJ
1435,4U,HAM,CTA,319
1436,4U,HAM,DBV,319
1437,4U,HAM,FAO,319
1438,4U,HAM,FCO,319
1439,4U,HAM,FKB,CRJ
1440,4U,HAM,FMM,CRJ
1441,4U,HAM,GVA,CRJ
1442,4U,HAM,HER,319
1443,4U,HAM,KLU,319 CRJ
1444,4U,HAM,LHR,319 CRJ
1445,4U,HAM,MAD,CRJ
1446,4U,HAM,MAN,CRJ
1447,4U,HAM,MXP,319 CRJ
1448,4U,HAM,NAP,319
1449,4U,HAM,NCE,319
1450,4U,HAM,NUE,CRJ
1451,4U,HAM,OLB,319
1452,4U,HAM,OSL,CRJ
1453,4U,HAM,PMI,319
1454,4U,HAM,PRG,CRJ
1455,4U,HAM,PRN,319
1456,4U,HAM,RJK,319
1457,4U,HAM,SAW,319
1458,4U,HAM,SKG,319
1459,4U,HAM,SPU,319
1460,4U,HAM,STR,319 CRJ
1461,4U,HAM,TLS,CRJ
1462,4U,HAM,VCE,319 CRJ
1463,4U,HAM,VIE,319 CRJ
1464,4U,HAM,VRN,CRJ
1465,4U,HAM,ZRH,319 CRJ
1466,4U,HDF,CGN,CRJ
1467,4U,HDF,DTM,319
1468,4U,HDF,DUS,CRJ
1469,4U,HDF,FRA,CRJ
1470,4U,HDF,STR,CRJ
1471,4U,HEL,TXL,319
1472,4U,HER,CGN,320 319
1473,4U,HER,DUS,319
1474,4U,HER,HAJ,319
1475,4U,HER,HAM,319
1476,4U,HER,STR,319
1477,4U,HER,TXL,319
1478,4U,IBZ,CGN,320 319
1479,4U,IBZ,DUS,320
1480,4U,IBZ,STR,319
1481,4U,IBZ,TXL,319
1482,4U,JMK,CGN,319
1483,4U,JTR,CGN,319
1484,4U,KGS,CGN,319
1485,4U,KLU,CGN,CRJ
1486,4U,KLU,HAM,319 CRJ
1487,4U,KLU,TXL,319 CRJ
1488,4U,KRK,STR,CRJ
1489,4U,KTW,DUS,CRJ
1490,4U,KVA,CGN,319 320
1491,4U,KVA,STR,319
1492,4U,LEJ,CGN,CRJ 319 320
1493,4U,LEJ,DUS,CRJ
1494,4U,LEJ,STR,319 CRJ
1495,4U,LHR,CGN,319 320
1496,4U,LHR,HAM,319 CRJ
1497,4U,LHR,STR,319 320
1498,4U,LHR,TXL,319 320
1499,4U,LIN,TXL,319
1500,4U,LIS,CGN,319 320
1501,4U,LIS,STR,319
1502,4U,LPA,CGN,319
1503,4U,LYS,DUS,CRJ
1504,4U,MAD,DUS,CRJ
1505,4U,MAD,HAM,CRJ
1506,4U,MAN,CGN,319
1507,4U,MAN,HAM,CRJ
1508,4U,MPL,DUS,CRJ
1509,4U,MUC,DTM,319
1510,4U,MXP,CGN,319 CRJ
1511,4U,MXP,DUS,CRJ 320
1512,4U,MXP,HAJ,319
1513,4U,MXP,HAM,319 CRJ
1514,4U,MXP,STR,CRJ 319
1515,4U,NAP,CGN,319 320
1516,4U,NAP,HAJ,319
1517,4U,NAP,HAM,319
1518,4U,NAP,STR,319
1519,4U,NCE,CGN,319 320
1520,4U,NCE,HAM,319
1521,4U,NCE,TXL,319
1522,4U,NDR,CGN,319
1523,4U,NQY,DUS,CRJ
1524,4U,NUE,DUS,CRJ
1525,4U,NUE,HAM,CRJ
1526,4U,NUE,TXL,319
1527,4U,OLB,CGN,319
1528,4U,OLB,DUS,CRJ
1529,4U,OLB,HAM,319
1530,4U,OLB,STR,319
1531,4U,OSL,HAM,CRJ
1532,4U,PMI,CGN,320 319
1533,4U,PMI,DTM,319 320
1534,4U,PMI,DUS,320
1535,4U,PMI,HAJ,319
1536,4U,PMI,HAM,319
1537,4U,PMI,STR,319 320
1538,4U,PMI,TXL,320
1539,4U,PMO,CGN,319 CRJ
1540,4U,POZ,DUS,CRJ
1541,4U,PRG,CGN,319 320 CRJ
1542,4U,PRG,DUS,CRJ
1543,4U,PRG,HAM,CRJ
1544,4U,PRN,DUS,319
1545,4U,PRN,HAJ,319
1546,4U,PRN,HAM,319
1547,4U,PRN,STR,319
1548,4U,PRN,TXL,319
1549,4U,PSA,CGN,319
1550,4U,PUY,CGN,319 CRJ
1551,4U,RAK,CGN,319
1552,4U,RHO,CGN,320
1553,4U,RJK,CGN,319
1554,4U,RJK,HAM,319
1555,4U,RJK,STR,319
1556,4U,RLG,CGN,319
1557,4U,RLG,STR,319
1558,4U,SAW,CGN,319 320
1559,4U,SAW,DTM,319
1560,4U,SAW,HAJ,319
1561,4U,SAW,HAM,319
1562,4U,SAW,STR,319
1563,4U,SAW,TXL,319
1564,4U,SJJ,CGN,319
1565,4U,SJJ,STR,319
1566,4U,SJJ,TXL,319
1567,4U,SKG,CGN,319 320
1568,4U,SKG,DUS,319 320
1569,4U,SKG,HAJ,319
1570,4U,SKG,HAM,319
1571,4U,SKG,STR,319 320
1572,4U,SPU,CGN,319
1573,4U,SPU,DTM,319
1574,4U,SPU,DUS,319
1575,4U,SPU,HAJ,319
1576,4U,SPU,HAM,319
1577,4U,SPU,STR,319 320
1578,4U,SPU,TXL,319
1579,4U,STN,CGN,319
1580,4U,STN,HAJ,319
1581,4U,STN,STR,319
1582,4U,STR,AGP,320 319
1583,4U,STR,ATH,319
1584,4U,STR,BCN,319 320
1585,4U,STR,BDS,319
1586,4U,STR,BEG,319
1587,4U,STR,BIA,319
1588,4U,STR,BIO,CRJ 319
1589,4U,STR,BRE,319 CRJ
1590,4U,STR,BRI,319
1591,4U,STR,BRU,319 CRJ
1592,4U,STR,BUD,319 CRJ
1593,4U,STR,CAG,319
1594,4U,STR,CFU,319
1595,4U,STR,CTA,319
1596,4U,STR,DBV,319
1597,4U,STR,DRS,319 CRJ
1598,4U,STR,FAO,319 320
1599,4U,STR,FCO,319
1600,4U,STR,HAJ,319
1601,4U,STR,HAM,319 CRJ
1602,4U,STR,HDF,CRJ
1603,4U,STR,HER,319
1604,4U,STR,IBZ,319
1605,4U,STR,KRK,CRJ
1606,4U,STR,KVA,319
1607,4U,STR,LEJ,319 CRJ
1608,4U,STR,LHR,319 320
1609,4U,STR,LIS,319
1610,4U,STR,MXP,CRJ 319
1611,4U,STR,NAP,319
1612,4U,STR,OLB,319
1613,4U,STR,PMI,319 320
1614,4U,STR,PRN,319
1615,4U,STR,RJK,319
1616,4U,STR,RLG,319
1617,4U,STR,SAW,319
1618,4U,STR,SJJ,319
1619,4U,STR,SKG,319 320
1620,4U,STR,SPU,319 320
1621,4U,STR,STN,319
1622,4U,STR,SUF,319
1623,4U,STR,TXL,320 319 CRJ
1624,4U,STR,VIE,319 320 CRJ
1625,4U,STR,ZAD,319
1626,4U,STR,ZAG,319
1627,4U,SUF,CGN,319
1628,4U,SUF,DUS,CRJ
1629,4U,SUF,HAJ,319
1630,4U,SUF,STR,319
1631,4U,SZG,CGN,319
1632,4U,TLS,HAM,CRJ
1633,4U,TLV,CGN,319 320
1634,4U,TRN,DUS,CRJ
1635,4U,TUN,CGN,319
1636,4U,TXL,AGP,319
1637,4U,TXL,AOI,CRJ
1638,4U,TXL,BHX,319
1639,4U,TXL,BIA,320
1640,4U,TXL,BLQ,319
1641,4U,TXL,CGN,320 319
1642,4U,TXL,CTA,319
1643,4U,TXL,DBV,320
1644,4U,TXL,FCO,319
1645,4U,TXL,FMM,CRJ
1646,4U,TXL,HEL,319
1647,4U,TXL,HER,319
1648,4U,TXL,IBZ,319
1649,4U,TXL,KLU,319 CRJ
1650,4U,TXL,LHR,319 320
1651,4U,TXL,LIN,319
1652,4U,TXL,NCE,319
1653,4U,TXL,NUE,319
1654,4U,TXL,PMI,320
1655,4U,TXL,PRN,319
1656,4U,TXL,SAW,319
1657,4U,TXL,SJJ,319
1658,4U,TXL,SPU,319
1659,4U,TXL,STR,319 320 CRJ
1660,4U,TXL,VIE,319 320
1661,4U,TXL,VRN,319
1662,4U,TXL,ZAD,319
1663,4U,VCE,CGN,320 319
1664,4U,VCE,DUS,320 319
1665,4U,VCE,HAJ,319
1666,4U,VCE,HAM,319 CRJ
1667,4U,VIE,CGN,319 320
1668,4U,VIE,HAJ,319
1669,4U,VIE,HAM,319 CRJ
1670,4U,VIE,STR,319 320 CRJ
1671,4U,VIE,TXL,319 320
1672,4U,VRN,CGN,319
1673,4U,VRN,HAM,CRJ
1674,4U,VRN,TXL,319
1675,4U,WAW,CGN,CRJ
1676,4U,WAW,DUS,CRJ
1677,4U,WRO,DUS,CRJ
1678,4U,XRY,CGN,319
1679,4U,ZAD,CGN,319
1680,4U,ZAD,DUS,CRJ
1681,4U,ZAD,STR,319
1682,4U,ZAD,TXL,319
